ST-CD	YEAR	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC	ANNUAL
FL-01	1974	4.69	3.95	3.67	3.73	3.71	3.82	6.33	6.57	7.65	1.04	2.67	3.59	51.43
FL-01	1975	8.53	4.1	5.57	7.66	6.71	5.14	15.98	6.37	6.52	6.27	3.22	4.7	80.76
FL-01	1976	5.13	1.6	5.5	1.57	10	6.19	4.48	5.87	4.53	7.26	7.1	4.21	63.43
FL-01	1977	5.06	2.34	5.48	2.17	1.62	2.94	5.41	9.85	6.54	1.93	5.04	4.48	52.88
FL-01	1978	7.65	3.68	6.95	4.24	6.91	6.75	7.96	5.78	2.13	0.63	4.08	3.69	60.44
FL-01	1979	7.64	7.07	3.39	6.16	5.61	3.13	11.7	6.04	9.82	0.62	3.78	3.24	68.2
FL-01	1980	5.24	1.77	10.7	7.02	4.91	5.39	5.94	3.79	4.8	4.52	2.35	0.77	57.18
FL-01	1981	1.6	6.77	5.5	1.14	3.4	3.57	5.26	6.06	3.12	2.47	1.73	5.67	46.28
FL-01	1982	4.45	6.86	4.25	4.58	2.8	6.16	10.16	5.68	4.31	2.57	2.9	7.55	62.27
FL-01	1983	4.53	6.83	8.83	8.34	2.57	9.31	2.69	4.59	6.21	2.6	5.96	6.7	69.17
FL-01	1984	4.45	5.03	7.04	6.28	3.9	3.7	9.92	6.21	1.13	2.12	2.59	1.32	53.7
FL-01	1985	4.05	3.95	3.43	1.78	3.83	6.88	7.35	8.88	3.56	7.27	5.78	5.1	61.87
FL-01	1986	4.13	8.02	4.15	0.6	2.47	3.52	5.66	7.38	4.22	4.22	6.51	5.16	56.04
FL-01	1987	7.47	6.01	7.11	0.43	5.13	8.32	5.25	7.14	3.72	0.2	5.18	1.75	57.71
FL-01	1988	4.9	7.16	6.85	2.65	1.03	3.35	7.85	6.81	9.69	2.94	3.05	1.39	57.67
FL-01	1989	1.39	2.75	5.65	3.18	5.61	14.15	8.98	3.23	4.72	4.14	5.98	5.31	65.08
FL-01	1990	5.31	5.52	5.95	2.69	3.55	3.61	5	3.93	1.97	3.25	1.42	3.19	45.39
FL-01	1991	15.98	1.76	10.4	5.27	9.48	5.88	8.51	5.73	1.99	1.25	2.06	1.95	70.26
FL-01	1992	7.51	7.23	4.72	1.38	2.72	8.82	6.08	8.96	3.44	2.57	8.91	2.8	65.14
FL-01	1993	7.48	4.08	7.16	1.96	1.5	3.59	5.64	4.51	4.52	5.05	3	3.81	52.29
FL-01	1994	6.69	2.67	8.02	4.77	3.03	11.02	12.82	8.61	5.71	8.88	2.34	2.65	77.19
FL-01	1995	4.73	3.87	5.36	4.76	4.72	5.44	6.79	6.04	2.89	7.72	5.87	3.09	61.3
FL-01	1996	4.2	4.69	8.59	5.58	2.38	4.27	6.36	8.25	6.09	5.59	1.94	4.35	62.3
FL-01	1997	6.09	5.55	2.6	6.42	4.72	6.14	7.39	4.82	3.39	4.78	8.73	4.85	65.48
FL-01	1998	6.9	8.04	7.75	2.46	1.25	1.92	8.1	4.39	19.75	0.97	2.54	2.84	66.94
FL-01	1999	4.89	1.99	3.97	1.35	5.14	7.59	6.9	4.92	2.95	2.28	2.54	3	47.53
FL-01	2000	3.3	2.01	4.7	2.01	0.41	4.25	4	4.37	8.69	0.8	5.21	3.73	43.5
FL-01	2001	2.39	1.23	9.41	1.57	1.66	10.38	6.61	7.69	4.34	2.17	2.01	1.34	50.78
FL-01	2002	4.05	2.27	5.86	3.93	2.2	4.7	6.64	4.75	9.07	5.75	4.99	5.3	59.51
FL-01	2003	1.32	6.28	7.38	4.21	3.99	10.29	9.59	8.15	3.95	3.78	3.17	2.91	65.01
FL-01	2004	2.5	7.41	0.69	3.03	2.09	9.85	6.04	6.67	8.46	3.2	5.71	3.63	59.29
FL-01	2005	2.43	3.35	7.54	10.62	3.42	7.77	8.63	8.72	3.05	0.59	4.11	4.22	64.46
FL-01	2006	2.69	4.5	0.62	2.03	3.82	3.56	3.35	5.42	3.69	3.4	3.31	3.72	40.11
FL-01	2007	4.13	3.1	1.21	2.28	0.66	3.24	5.25	4.41	3.75	6.34	2.75	4.39	41.51
FL-01	2008	3.96	7.29	2.85	3.94	2.68	4.52	5	11.27	1.57	4.3	3.55	4.17	55.11
FL-01	2009	1.94	2.79	7.04	7.8	6.83	3.66	5.13	6.18	5.84	5.41	3.5	10.01	66.11
FL-01	2010	7.15	4.33	4.24	2.28	5.57	4.69	4.98	6.57	2.5	1.06	3.65	1.65	48.67
FL-01	2011	4.61	3.41	4.81	1.59	1.03	3.46	8.32	2.84	4.96	2.18	2.18	3.6	42.98
FL-01	2012	2.92	4.45	4.34	2.29	3.49	10	6.18	10.77	5.46	1.83	0.92	3.54	56.18
FL-01	2013	1.7	12.1	3.15	3.84	1.25	6.77	14.77	9.11	4.8	1.38	3.7	4.78	67.34
FL-01	2014	3.46	5.43	8.11	13.31	4.5	4.12	4.59	2.82	5.09	3.68	4.26	5.75	65.12
FL-01	2015	3.78	4.03	2.45	7.02	3.08	5.3	5.41	4.83	4.81	2.14	7.39	6.69	56.93
FL-01	2016	5.07	4.8	6.78	6.02	-999	-999	-999	-999	-999	-999	-999	-999	-999
FL-02	1895	4.91	3.41	3.03	4.3	3.7	4.53	8.4	5.96	3.69	1.17	2.72	1.41	47.23
FL-02	1896	3.75	3.21	2.89	0.69	1.85	8.78	7.2	5.57	3.3	3.44	4.42	3.13	48.22
FL-02	1897	1.99	7.7	2.9	3.98	1.4	4.61	6.15	5.93	10.53	4.38	1.54	3.54	54.66
FL-02	1898	0.82	1.92	1.45	2.74	1.47	3.26	10.06	10.9	3.87	6.08	2.89	4.1	49.55
FL-02	1899	4.41	4.95	1.88	3.22	1.54	4.51	6.75	5.92	4.12	3.69	0.5	1.74	43.24
FL-02	1900	3.02	4.26	6.44	5.62	2.65	8.16	6.2	3.09	3.98	5.34	1.56	4.51	54.84
FL-02	1901	2.97	5.99	6.43	1.77	3.96	8	5.78	9.51	7.06	2.16	0.93	2.73	57.28
FL-02	1902	0.51	4.35	5.57	1.42	1.99	5.87	5.25	4.64	9.99	5.2	3.43	5.16	53.39
FL-02	1903	4.86	5.16	4.4	0.93	7.81	5.56	5.78	7.85	7.26	1.75	1.91	1.87	55.15
FL-02	1904	6.39	3.41	1.57	1.5	1.79	5.44	5.67	6.65	4.24	4.82	2.59	1.73	45.81
FL-02	1905	1.72	4.53	4.48	1.79	5.88	4.16	6.47	11.17	6.69	2.91	0.85	6.25	56.91
FL-02	1906	4	2.91	2.34	1.37	8.63	7.29	10.51	6.67	3.3	2.95	0.29	0.93	51.15
FL-02	1907	0.57	1.11	0.75	4.56	4.06	4.99	6.72	6.1	8.35	1.17	1.95	5.67	46
FL-02	1908	3.06	2.56	0.54	3.31	3.04	5.11	7.53	5.21	9.71	1.65	1.02	0.84	43.59
FL-02	1909	1.49	1.98	3.71	1.66	2.98	5.33	11.21	6.61	3.71	0.54	1.05	2.5	42.78
FL-02	1910	1.26	2.83	2.28	1.27	2.07	11.46	7.03	9.54	2.59	6.86	2.29	1.01	50.51
FL-02	1911	1.36	0.24	2.14	1.34	3.91	4	5.93	10.36	3.12	4.98	3.82	4.71	45.9
FL-02	1912	5.03	3.31	4.52	4.94	4.42	9.86	5.59	6.9	9.51	3.84	2.06	2.46	62.44
FL-02	1913	2.24	5.07	5.42	1.51	2.16	4.89	5.95	6.35	4.28	2.53	0.65	3.99	45.04
FL-02	1914	4.74	6.21	1.77	1.16	1.46	4.2	5.74	6.04	6.1	3.23	2.45	4.81	47.92
FL-02	1915	4.82	3.39	3.08	0.9	6.62	3.96	6.44	6.28	5.53	6.98	2.07	3.36	53.43
FL-02	1916	1.03	0.94	0.73	1.37	3.39	6.43	6.18	5.26	3.68	3.92	3.17	6.94	43.04
FL-02	1917	1.56	2.05	2.61	1.43	2.69	4.73	6.71	7.37	5.28	1.35	0.59	1.87	38.24
FL-02	1918	3.07	0.66	2.51	6.38	2.26	5	4.56	6.13	5.45	4.77	3.46	3.94	48.17
FL-02	1919	2.13	4.54	5.53	1.91	6.08	8.5	8.05	7.73	4.91	2.33	2.27	3.38	57.34
FL-02	1920	2.18	7.93	1.35	5.47	5.46	6.22	6.26	6.61	8.43	0.68	4.07	4.41	59.08
FL-02	1921	1.98	1.28	1.02	1.89	4.86	3.7	9.1	4.89	1.77	5.86	2.59	2.22	41.16
FL-02	1922	2.61	3.89	2.76	1.1	7.36	6.57	5.13	6.85	5.69	7.37	0.54	3.02	52.88
FL-02	1923	2.38	1.83	2.14	1.58	9.75	8.22	6.56	5.68	3.64	2.36	0.59	1.63	46.34
FL-02	1924	4.18	2.98	9.19	3.22	1.83	6.2	8.71	3.74	9.44	6.65	0.62	2.1	58.85
FL-02	1925	4.32	2.15	1.38	0.91	3.38	5.55	6.81	5.67	2.42	3.54	2.08	7.67	45.86
FL-02	1926	5.22	2.07	4.31	4.02	1.75	7.37	8.94	6.56	6.17	1.6	3.72	1.27	52.99
FL-02	1927	0.29	4.2	2.13	1.02	0.79	8.22	6.56	6.52	1.92	2.35	1.47	2.52	37.99
FL-02	1928	0.78	3.32	4.65	9.58	3.74	6.41	7.85	8.68	11.78	2.47	0.61	1.57	61.45
FL-02	1929	4.4	2.41	2.94	4.58	5.21	6.15	8.22	6.12	8.03	1.88	0.71	3.46	54.11
FL-02	1930	3.99	2.45	9.09	2.03	2.47	10.4	4.58	3.41	7.39	1.14	3.26	4.92	55.13
FL-02	1931	2.99	1.88	4.99	3.56	3.63	2.27	5.15	6.2	1.89	0.89	0.39	3.03	36.88
FL-02	1932	1.5	1.24	4.78	0.81	3.6	9.55	4.47	8.04	6.82	2.97	5.38	0.53	49.7
FL-02	1933	2.75	4.12	3.58	7.01	2.15	3.98	8.41	6.32	6.71	3.88	1.25	0.76	50.93
FL-02	1934	0.99	3.69	2.9	4.08	6.1	9.95	6.69	5.32	2.23	3.79	0.83	1.1	47.66
FL-02	1935	2.08	2.48	1.17	2.94	3.71	4.44	10.41	8.34	9.45	0.96	0.79	2.01	48.77
FL-02	1936	3.84	7.01	2.93	1.53	2.91	5.72	4.89	5.98	3.01	7.01	0.67	3.33	48.84
FL-02	1937	2.58	5.19	3.48	5.33	2.16	4.32	8.12	8.61	7.56	3.91	3.99	1.09	56.34
FL-02	1938	2.57	1.56	1.72	1.44	4.28	7.07	7.56	5.81	5.55	6.44	1.01	1.06	46.06
FL-02	1939	1.68	3.05	1.51	4.45	3.26	7.71	6.39	8.43	5.08	1.42	1.47	2.8	47.26
FL-02	1940	2.55	4.51	2.12	3.19	1.8	6.45	7.73	7.55	3.54	0.18	0.68	7.13	47.42
FL-02	1941	2.5	3.51	2.8	2.54	1.27	9.01	8.86	5.66	5.27	7.79	3.07	5.36	57.65
FL-02	1942	3.47	5.23	6.75	0.56	2.32	9.32	5.34	5.57	6.71	0.7	0.57	3.39	49.92
FL-02	1943	1.69	0.69	3.85	1.94	4.77	5.43	7.61	8.79	6.12	1.11	1.2	1.84	45.05
FL-02	1944	3.61	2.12	7.32	4.86	2.09	5.13	10.57	8.29	5.53	7.46	1.49	0.62	59.09
FL-02	1945	4.66	1.18	0.26	4.29	1.74	6.62	10.06	10.65	7.35	2.47	0.92	7.41	57.61
FL-02	1946	2.75	2.34	4.05	2.11	6.73	6.59	8.86	6.75	6.47	3.36	1.85	0.38	52.25
FL-02	1947	2.36	4.34	6	4.11	4.33	5.59	6.99	5.9	9.73	8.66	5.88	3.51	67.41
FL-02	1948	5.2	1.68	10.66	3.42	1.84	3.98	9.71	7.89	6.7	5.28	2.18	3.91	62.46
FL-02	1949	1.17	4.55	1.69	5.35	1.8	6.34	6.43	11.76	6.69	3.41	2.6	0.9	52.69
FL-02	1950	0.12	1.15	4.82	2.3	3.82	3.35	8.58	3.96	10.96	8.14	0.65	2.59	50.46
FL-02	1951	0.88	1.61	3.95	2.04	2.08	4.64	6.72	5.49	8.1	4.48	4.79	3.02	47.79
FL-02	1952	1.15	6.31	3.12	2.55	4.37	2.88	4.74	7.29	6.44	4.25	0.83	1.07	45.01
FL-02	1953	3.36	2.65	3.1	7.87	0.87	6.29	7.33	11.73	9.27	3.56	2.76	7.37	66.18
FL-02	1954	0.77	1.6	2.27	2.4	1.99	2.64	5.96	3.88	6.94	3.18	1.78	2.26	35.65
FL-02	1955	3.49	2.57	1.55	1.91	2.63	4.77	6.75	4.08	7	3.44	1.42	0.44	40.05
FL-02	1956	2.96	3	1.1	3.31	4.27	6.2	5.02	4.17	4.18	8.01	0.42	0.2	42.84
FL-02	1957	0.54	2.2	4.62	3.45	6.23	9.31	8.42	7.69	8.55	2.94	2.92	1.43	58.29
FL-02	1958	3.75	3.81	5.66	5.47	3.5	5.63	5.6	5.54	2.89	4.73	2.71	3.15	52.46
FL-02	1959	4.55	4.52	9.83	3.99	7.75	4.7	6.96	6.06	6.44	5.52	2.14	1.15	63.63
FL-02	1960	2.45	4.95	7.77	3.06	1.65	7.43	9.78	6.35	9.57	3.87	0.54	1.92	59.34
FL-02	1961	3.76	4.18	1.82	4.19	2.86	5.77	5.96	9.78	2.14	0.93	2.58	1.11	45.09
FL-02	1962	1.96	0.9	4.09	2.68	2.08	6.94	7.13	7.11	6.53	1.64	2.41	2.01	45.46
FL-02	1963	4	5.53	2.27	1.23	3.47	7.11	6.95	5.36	7.5	0.82	3.41	3.32	50.98
FL-02	1964	8.19	6.43	2.58	4.93	3.75	4.42	10.59	8.54	11.13	2.82	3.18	5.84	72.39
FL-02	1965	1.55	4.96	4.79	2.16	1.6	9.86	7.29	7.57	6.92	2.25	1.83	3.61	54.38
FL-02	1966	4.96	6.77	1.88	2.2	8.23	6.35	7.25	6.33	7.54	2.53	0.63	1.84	56.52
FL-02	1967	3.5	5.13	0.85	0.6	2.93	6.98	7.4	7.89	2.71	1.28	0.62	5.17	45.06
FL-02	1968	1.18	2.26	1.51	1.16	4.35	6.05	8.14	9.79	3.04	4.28	2.47	2.04	46.27
FL-02	1969	1.44	3.89	5.29	0.81	5.12	3.4	7.24	8.81	8.92	4.65	3.17	5.29	58.04
FL-02	1970	4.44	5.79	7.88	2.55	3.6	4.5	5.88	10.61	3.58	2.75	0.58	1.89	54.04
FL-02	1971	2.76	3.93	2.53	2.79	2.29	5.06	7.16	8.96	3.16	4.75	1.73	4.74	49.88
FL-02	1972	4.22	3.93	5.7	2.43	5.2	7.65	3.61	8.4	1.48	2.52	5.38	3.07	53.6
FL-02	1973	4.22	3.66	6.47	6.15	4.7	5.61	5.9	6.21	5.52	1.34	0.85	4.43	55.06
FL-02	1974	1.14	1.99	3.88	1.51	4.28	8.47	8.01	8.03	6.49	0.5	0.89	3.18	48.36
FL-02	1975	4.25	3.07	2.48	4.37	4.15	5.93	8.2	5.8	6.3	3.26	1.64	2.72	52.18
FL-02	1976	2.59	1.28	2.77	1.89	8.76	5.48	4.01	6.15	6.23	2.6	4.05	5.41	51.22
FL-02	1977	3.67	3.48	1.86	1.15	2.15	3.54	4.36	8.71	5.17	0.65	3.23	5.62	43.59
FL-02	1978	4.77	4.27	4.02	2.08	5.57	4.63	9.65	6.5	2.62	1.25	0.83	3.56	49.74
FL-02	1979	7.36	3.43	1.28	5.24	5.78	4.62	6.1	5.96	12.22	0.72	2.69	3.29	58.7
FL-02	1980	4.31	1.87	6.2	4.5	4.17	4.74	7.98	3.55	3.49	3.84	2.92	0.53	48.09
FL-02	1981	0.94	5.07	4.34	0.81	1.22	4.41	5.3	8.47	2.64	2.21	3.38	3.16	41.95
FL-02	1982	3.61	2.78	5.08	6.41	3.32	9.41	7.76	6.14	5.7	3.01	1.49	2.59	57.32
FL-02	1983	4.08	5.06	7.44	5.64	2.01	7.86	5.05	4.4	6.31	3.31	3.92	6.73	61.8
FL-02	1984	2.16	4.39	5.69	4.31	3.79	4.95	8.63	3.26	6.84	1.32	2.81	0.54	48.68
FL-02	1985	1.72	1.78	1.87	3.17	2.37	6.81	6.42	13.03	6.76	5.28	2.44	2.38	54.02
FL-02	1986	5.48	4.6	3.79	0.71	1.88	5.2	5.52	9.07	3.15	3.17	3.56	4.58	50.7
FL-02	1987	5.56	5.9	8.43	0.51	2.42	3.89	6.24	5.13	4.28	0.47	4.61	0.9	48.34
FL-02	1988	5.46	5.27	4.96	1.82	2.69	3.61	5.26	8.27	11.16	2.03	3.43	1.35	55.3
FL-02	1989	1.69	1.1	2.8	1.72	2.59	6.95	6.06	5.07	8.02	2.76	1.68	3.89	44.33
FL-02	1990	2.35	4.13	2.27	2.64	1.34	4.61	5.78	4.99	2.28	4.53	1.36	1.41	37.71
FL-02	1991	8.78	1.11	9.13	6.01	5.89	8.13	10.14	6.44	3.72	3.4	0.5	0.94	64.19
FL-02	1992	5.15	2.82	4	2.15	2.88	8.5	4.76	8.94	5.16	6.5	3.11	0.82	54.79
FL-02	1993	5.56	3.64	4.67	1.24	1.91	4.57	4.36	3.81	5.22	7.3	2.59	2.21	47.07
FL-02	1994	8.16	1.26	3.34	1.75	2.46	8.45	7.57	6.95	5.93	8.01	2.76	2.62	59.26
FL-02	1995	3.14	1.68	3.32	3.45	3.13	7.52	5.71	9.83	5.46	4.44	2.53	1.51	51.7
FL-02	1996	2.24	1.28	8.46	2.72	1.83	6.37	5.25	7.43	4.35	8.05	1.2	3.9	53.09
FL-02	1997	3.01	1.73	2.36	7.09	2.9	5.9	6.1	5.67	3.18	5.52	3.86	7.65	54.97
FL-02	1998	4.51	10.5	4.41	1.48	1.04	1.85	8.1	7.14	9.75	2.27	1.05	0.83	52.91
FL-02	1999	4.86	1.72	1.29	1.57	2.1	6.91	4.1	6.11	7.64	2.16	1.92	1.22	41.6
FL-02	2000	3.03	1.36	3.09	1.6	0.96	5.52	5.69	5.22	10.6	0.96	1.7	0.99	40.7
FL-02	2001	1.11	1.04	6.39	1	1.31	7.8	8.08	5.14	10.14	0.46	1.94	1.57	45.96
FL-02	2002	3.94	1.33	3.56	1.99	1.32	7.4	6.85	7.75	5.75	3.58	3.14	5.69	52.29
FL-02	2003	1.75	5.37	8.71	2.05	2.68	8.21	6.47	7.01	3.2	4.15	1.77	1.34	52.72
FL-02	2004	1.33	5.86	1.55	1.43	1.76	7.95	7.13	8.34	14.73	1.88	2.38	2.2	56.54
FL-02	2005	1.64	2.97	5.31	4.81	4.02	8.75	6.32	6.16	4.28	4.74	2.23	5.66	56.88
FL-02	2006	2.34	4.68	0.45	1.44	1.65	5.33	4.58	4.5	3.37	2.02	1.36	3.71	35.44
FL-02	2007	3.22	2.55	1.88	1.14	0.61	5.93	6.73	4.71	7.21	5.81	0.71	2.27	42.76
FL-02	2008	3.09	4.27	3.86	2.67	1.02	5.11	6.47	13.6	2.62	2.65	1.1	1.39	47.87
FL-02	2009	3.18	1.47	2.44	5.58	9.4	4.88	6.26	7.16	4.27	1.77	1.82	5	53.22
FL-02	2010	5.47	3.68	3.97	1.05	5.22	4.67	5.08	6.92	3.72	0.21	1.25	1.03	42.28
FL-02	2011	5.29	3.5	3.29	2.41	1.28	4.36	6.38	5.36	5.29	4.09	1.82	1.98	45.03
FL-02	2012	1.07	2.06	2.72	1.87	5.93	17.05	4.03	10.42	4.06	2.37	0.24	3.41	55.24
FL-02	2013	0.68	4.34	2.67	3.74	5.24	7.27	10.29	7.59	4.24	1.82	3.2	2.86	53.94
FL-02	2014	5.51	4.48	6.09	4.97	4.73	5.15	6.34	4.79	9.77	1.57	3.94	3.07	60.41
FL-02	2015	3.65	3.22	2.16	3.51	1.87	5.29	7.75	9.48	6.56	1.4	2.94	1.4	49.24
FL-02	2016	3.88	3.59	2.77	2.71	-999	-999	-999	-999	-999	-999	-999	-999	-999
FL-03	1895	2.35	3.1	1.56	4.86	4.86	4.01	7.45	6.21	4.85	2.58	2.57	1.17	45.56
FL-03	1896	4.72	2.77	1.68	0.4	2.43	10.83	7.04	5.42	3.78	2.21	3.52	1.92	46.71
FL-03	1897	1.74	4.87	0.97	2.97	1.74	5.9	7.91	5.59	13.05	4.43	2.05	2.53	53.75
FL-03	1898	0.73	1.33	0.71	1.02	1.33	3.84	8.52	11.17	4.6	6.15	1.7	3.45	44.54
FL-03	1899	5.09	7.82	1.5	3.71	1.02	6.02	7.87	6.04	6.2	6.92	0.43	1.66	54.27
FL-03	1900	3.38	3.84	6.58	4.72	4.09	9.1	6.46	4.65	4.81	5.1	1	4.18	57.9
FL-03	1901	1.77	3.99	4.37	1.66	3.12	9.47	5.85	10.93	8.73	1.54	1.27	2.04	54.74
FL-03	1902	0.62	4.54	3.28	1.53	2.01	5.24	4.81	4.45	9.65	6.24	2.02	2.21	46.61
FL-03	1903	5.21	5.66	6.42	0.84	5.05	7.5	7.15	6.22	7.28	0.98	2.31	1.31	55.94
FL-03	1904	5.29	2.6	0.9	1.83	1.79	6.99	6.79	6.26	4.98	5.38	2.54	1.15	46.5
FL-03	1905	0.67	2.23	4.1	2.28	5.44	5.94	8.65	11.81	8.88	1.92	0.62	6.74	59.27
FL-03	1906	4.78	1.81	2.67	1.8	7.78	8.37	10.22	6.35	3.16	1.88	0.43	0.27	49.52
FL-03	1907	0.35	1.23	0.31	2.15	4.88	5.98	7.69	5.58	6.62	1.31	1.24	4.4	41.75
FL-03	1908	2.91	1.68	0.22	2.92	2.49	5.84	6.09	6.65	10.71	2.64	2.38	0.94	45.47
FL-03	1909	1.55	1.43	2.56	2.11	4.11	5.15	13.84	8.15	3.21	0.79	0.94	1.61	45.47
FL-03	1910	1.05	3.07	1.78	0.64	2.42	11.06	8.16	8.54	2.32	8.86	2.11	0.73	50.75
FL-03	1911	1.19	0.06	1.78	1.35	4.44	4.65	6.19	6.63	3.26	4.3	4.35	3.71	41.92
FL-03	1912	7.31	1.83	3.5	2.84	6.73	11.81	5.42	5.96	8.43	4.25	2.72	1.75	62.55
FL-03	1913	1.14	4.81	5.96	2.28	2.29	3.73	5.34	6.44	4.28	2.73	0.47	3.39	42.84
FL-03	1914	5.76	4.04	1.18	2.06	2.11	4.85	6.06	5.34	7.13	3.64	2.15	4.06	48.37
FL-03	1915	3.96	4.22	1.93	1.54	6.59	4.04	8.45	6.34	4.66	10.23	2.28	2.47	56.73
FL-03	1916	0.73	0.62	0.81	2	3.84	6.47	5.71	5.64	4.98	4.24	5.42	3.76	44.22
FL-03	1917	0.73	1.44	1.66	1.1	3.15	5.44	6.98	7.63	8.12	2.9	0.31	1.54	41
FL-03	1918	3.22	0.64	2.63	5.56	1.85	5.23	6.24	5.11	6.38	5.97	3.51	3.12	49.45
FL-03	1919	2.29	3.91	4.99	1.18	7.54	6.52	7.87	6.56	4.62	1.72	3.58	3.07	53.85
FL-03	1920	2.05	6.14	0.73	5.38	4.55	7.16	7.12	6.26	8.75	0.83	4.34	2.25	55.54
FL-03	1921	0.98	1.87	1.37	1.54	6.5	4.51	8.29	3.63	2.22	10.39	2.61	2.76	46.66
FL-03	1922	1.5	1.61	1.79	0.6	7.22	6.73	6.24	7.3	8.46	7.43	0.8	2.16	51.85
FL-03	1923	1.13	0.95	1.9	1.51	11	8.61	7.06	6.04	4.89	3.49	0.24	1.53	48.35
FL-03	1924	2.89	3.84	8.4	3.11	2.45	6.96	10.95	4.67	6.87	11.01	0.48	1.3	62.94
FL-03	1925	4.02	1.5	1.55	0.88	5.05	5.91	7.63	6.28	2.23	2.84	2.8	6.75	47.44
FL-03	1926	4.67	1.6	5.13	4.95	1.74	9.82	9.64	6.51	5.91	1.64	3.31	0.6	55.53
FL-03	1927	0.34	2.51	2.43	1.02	0.85	6.63	7.25	6.54	2.92	3.41	1.13	1.55	36.6
FL-03	1928	0.79	1.13	4	7.85	3.57	6.63	6.83	8.47	11.07	2.35	0.25	0.82	53.76
FL-03	1929	2.34	1.04	1.5	2.67	5.18	6.99	8.47	6.24	9.1	2.22	0.88	2.74	49.38
FL-03	1930	2.18	2.86	10	2.67	4.21	13.15	3.59	4.34	8.57	1.87	1.21	5.82	60.47
FL-03	1931	2.97	1.34	5.45	5.17	3.91	1.78	5.86	6.25	4.37	1.47	0.29	2.42	41.3
FL-03	1932	0.95	1.03	3.68	0.58	5.61	7.87	3.48	7.41	3.77	2.32	5.62	0.22	42.51
FL-03	1933	2.05	2.88	3.05	5.62	2.69	5.76	9.74	6.72	10.46	3.55	2.02	0.52	55.07
FL-03	1934	0.89	3.6	3.03	5.09	7.08	13.8	7.31	4.69	3.74	3.04	0.39	0.77	53.42
FL-03	1935	1.4	2.31	0.95	3.66	3.87	5.78	8.95	6.76	9.3	2.84	0.85	2.82	49.49
FL-03	1936	4.3	7.69	3.5	1.8	4.03	7.89	4.85	5.16	3.58	5.63	1.76	2.12	52.32
FL-03	1937	1.32	5.15	4.03	4.07	3.49	5.04	6.82	8.24	5.87	4.86	5.22	1.09	55.19
FL-03	1938	1.39	1.04	1.75	0.72	4.42	6.87	8	3.49	6.8	4.35	1.55	0.6	40.98
FL-03	1939	1.2	0.77	1.46	4.76	3.87	10.04	7.77	9.26	5.97	2.29	0.63	2.24	50.25
FL-03	1940	2.07	3.27	2.8	2.44	1.36	7.13	8.05	5.74	5.59	0.39	0.19	4.87	43.9
FL-03	1941	4.06	4.02	3.16	4.45	1.45	9.04	10.02	4.97	4.77	5.94	4.36	3.13	59.36
FL-03	1942	2.63	2.84	6.15	1.88	2.29	10.18	4.82	5.26	6.47	0.64	0.46	2.6	46.23
FL-03	1943	0.92	0.57	4.83	2.41	4.48	6.81	9.65	8.17	7.82	2.62	1.02	0.92	50.21
FL-03	1944	2.14	0.54	5.8	3.38	2.48	7.11	10.55	7.71	5.28	7.44	0.67	0.3	53.42
FL-03	1945	3.51	0.45	0.48	1.83	1.68	12.18	10.03	8.93	10.36	2.74	0.79	4.03	57.01
FL-03	1946	2.18	3.77	2.11	0.98	5.54	6.97	8.55	7.42	6.49	3.21	1.53	0.76	49.51
FL-03	1947	0.87	4.52	5.92	5.27	3.59	8.67	8.85	7.23	9.2	4.47	2.78	1.22	62.59
FL-03	1948	5.62	1.02	4.43	2.63	1.23	3.59	10.76	8.12	8.88	3.64	1.28	2.16	53.35
FL-03	1949	0.52	1.39	1	4.75	1.44	7.91	7.65	12.17	8.01	2.91	1.44	2.88	52.09
FL-03	1950	0.15	0.57	3.69	2.96	3	3.9	6.22	5.24	10.79	9.29	0.45	3.61	49.88
FL-03	1951	0.58	2.42	1.61	3.98	1.79	5.27	7.29	5.62	9.02	3.82	4.79	2.3	48.5
FL-03	1952	0.72	6.39	4.61	1.99	4.19	3.93	4.63	5.86	6.99	5.97	0.91	0.91	47.1
FL-03	1953	2.37	2.97	4.45	7.34	1.36	6.9	7.98	12.54	10.36	5.52	3.71	4.96	70.46
FL-03	1954	0.9	1.36	1.84	3.23	3.46	4.52	8.36	4.75	4.74	4.04	2.85	1.72	41.77
FL-03	1955	2.23	1.75	2.31	1.91	3	6.34	6.21	4.76	6.37	2.93	2.19	1.12	41.12
FL-03	1956	2.42	1.59	0.45	3.12	3.21	5.63	5.34	5.44	4.77	8.62	0.53	0.25	41.37
FL-03	1957	1.02	2.47	3.97	3.8	7.7	6.35	8.2	8.23	8.02	2.31	0.94	2.57	55.58
FL-03	1958	4.84	3.82	7.13	3.8	3.2	5.17	6.28	4.79	2.66	7.35	2.37	2.96	54.39
FL-03	1959	3.92	2.89	9.7	5.16	4.63	7.52	8.19	7.01	7.4	6.28	1.59	1.66	65.96
FL-03	1960	1.46	5.52	11.48	2.53	1.5	7.67	11.74	5.62	12.97	2.89	0.47	1.56	65.4
FL-03	1961	2.28	3.03	2.14	1.77	2.25	5.54	5.81	8.32	3.22	1.89	2.16	1.39	39.8
FL-03	1962	1.4	1.56	2.83	1.6	1.75	7.29	7.74	7.15	8.22	1.85	2.12	1.12	44.61
